../index.html,"< Betty's Favourite Links"
aw/index.html,"Accuweather >"
ec/index.html,"Environment Canada >"
twn/index.html,"The Weather Network >"
http://www.mto.gov.on.ca/english/traveller/conditions/,"Winter Road Condition Reports"
